DATE,MORTGAGE30US
2002-12-31,6.3933333333333335
2003-12-31,5.824999999999999
2004-12-31,5.835000000000001
2005-12-31,5.867500000000001
2006-12-31,6.4125
2007-12-31,6.335
2008-12-31,6.03
2009-12-31,5.0375
2010-12-31,4.702500000000001
2011-12-31,4.4475
2012-12-31,3.655
2013-12-31,3.9749999999999996
2014-12-31,4.1725
2015-12-31,3.8475
2016-12-31,3.6550000000000002
2017-12-31,3.9875000000000003
2018-12-31,4.5425
2019-12-31,3.9349999999999996
2020-12-31,3.1175
2021-12-31,2.9575
2022-12-31,3.6
