DATE,MDSP
2001-12-31,5.93
2002-12-31,5.807499999999999
2003-12-31,5.827500000000001
2004-12-31,5.895
2005-12-31,6.355
2006-12-31,6.755
2007-12-31,7.0649999999999995
2008-12-31,6.9875
2009-12-31,6.705
2010-12-31,6.135
2011-12-31,5.5875
2012-12-31,5.1325
2013-12-31,4.9175
2014-12-31,4.635
2015-12-31,4.47
2016-12-31,4.404999999999999
2017-12-31,4.26
2018-12-31,4.16
2019-12-31,4.1475
2020-12-31,3.915
2021-12-31,3.703333333333333
